model,train_ratio,reduction_train,reduction_test,f_score
random_half_half,0.75,0.0,0.5,0.3183619550858653
random_half_half,0.75,0.0,0.75,0.3269936603269937
random_half_half,0.75,0.0,0.99,0.3312903760145768
random_half_half,0.75,0.0,0.999,0.3246817655810878
random_half_half,0.75,0.25,0.0,0.3302752293577982
random_half_half,0.75,0.25,0.25,0.3216597510373444
random_half_half,0.75,0.25,0.5,0.32359253755984807
random_half_half,0.75,0.25,0.75,0.32519515030725793
random_half_half,0.75,0.25,0.99,0.3259112650503051
random_half_half,0.75,0.25,0.999,0.3215488215488216
random_half_half,0.75,0.5,0.0,0.3292825037456301
random_half_half,0.75,0.5,0.25,0.3253682487725041
random_half_half,0.75,0.5,0.5,0.3134953897736798
random_half_half,0.75,0.5,0.75,0.3254882323485228
random_half_half,0.75,0.5,0.99,0.3199867637326274
random_half_half,0.75,0.5,0.999,0.3236651285431773
random_half_half,0.75,0.75,0.0,0.32785786121354343
random_half_half,0.75,0.75,0.25,0.32647010377203095
random_half_half,0.75,0.75,0.5,0.32411852342327435
random_half_half,0.75,0.75,0.75,0.33654316957728087
random_half_half,0.75,0.75,0.99,0.32847682119205296
random_half_half,0.75,0.75,0.999,0.3130724396336386
random_half_half,0.75,0.99,0.0,0.33553500660501984
random_half_half,0.75,0.99,0.25,0.3191311612364244
random_half_half,0.75,0.99,0.5,0.32625290408231
random_half_half,0.75,0.99,0.75,0.3311107497154009
random_half_half,0.75,0.99,0.99,0.32870829203832175
random_half_half,0.75,0.99,0.999,0.3341184387617766
random_half_half,0.75,0.999,0.0,0.3354838709677419
random_half_half,0.75,0.999,0.25,0.32865262454028754
random_half_half,0.75,0.999,0.5,0.32689747003994674
random_half_half,0.75,0.999,0.75,0.32242063492063494
random_half_half,0.75,0.999,0.99,0.3231151615575808
random_half_half,0.75,0.999,0.999,0.33656417112299464
random_half_half,0.9,0.0,0.0,0.3298538622129436
random_half_half,0.9,0.0,0.25,0.317864476386037
random_half_half,0.9,0.0,0.5,0.327909887359199
random_half_half,0.9,0.0,0.75,0.32362728785357736
random_half_half,0.9,0.0,0.99,0.3253159396657154
random_half_half,0.9,0.0,0.999,0.3163981825691863
random_half_half,0.9,0.25,0.0,0.32974316487158245
random_half_half,0.9,0.25,0.25,0.32745591939546603
random_half_half,0.9,0.25,0.5,0.3248278655326043
random_half_half,0.9,0.25,0.75,0.33808553971486766
random_half_half,0.9,0.25,0.99,0.34616977225672874
random_half_half,0.9,0.25,0.999,0.30917874396135264
random_half_half,0.9,0.5,0.0,0.32477913336137987
random_half_half,0.9,0.5,0.25,0.3001240181893344
random_half_half,0.9,0.5,0.5,0.3344398340248963
random_half_half,0.9,0.5,0.75,0.31773399014778325
random_half_half,0.9,0.5,0.99,0.3282221301284708
random_half_half,0.9,0.5,0.999,0.33087027914614126
random_half_half,0.9,0.75,0.0,0.32978723404255317
random_half_half,0.9,0.75,0.25,0.3475409836065574
random_half_half,0.9,0.75,0.5,0.34556701030927833
random_half_half,0.9,0.75,0.75,0.33444816053511706
random_half_half,0.9,0.75,0.99,0.3217135657286854
random_half_half,0.9,0.75,0.999,0.315136476426799
random_half_half,0.9,0.99,0.0,0.3330564784053156
random_half_half,0.9,0.99,0.25,0.32906159570070276
random_half_half,0.9,0.99,0.5,0.33443435177539227
random_half_half,0.9,0.99,0.75,0.33990767939571975
random_half_half,0.9,0.99,0.99,0.3315240083507307
random_half_half,0.9,0.99,0.999,0.3092436974789916
random_half_half,0.9,0.999,0.0,0.3276789408357468
random_half_half,0.9,0.999,0.25,0.32166666666666666
random_half_half,0.9,0.999,0.5,0.3396537510305029
random_half_half,0.9,0.999,0.75,0.3348566680515164
random_half_half,0.9,0.999,0.99,0.33917129431866727
random_half_half,0.9,0.999,0.999,0.33250414593698174
random_ones,0.5,0.0,0.0,0.3907284768211921
random_ones,0.5,0.0,0.25,0.3907284768211921
random_ones,0.5,0.0,0.5,0.3907284768211921
random_ones,0.5,0.0,0.75,0.3907284768211921
random_ones,0.5,0.0,0.99,0.3907284768211921
random_ones,0.5,0.0,0.999,0.3907284768211921
random_ones,0.5,0.25,0.0,0.3907284768211921
random_ones,0.5,0.25,0.25,0.3907284768211921
random_ones,0.5,0.25,0.5,0.3907284768211921
random_ones,0.5,0.25,0.75,0.3907284768211921
random_ones,0.5,0.25,0.99,0.3907284768211921
random_ones,0.5,0.25,0.999,0.3907284768211921
random_ones,0.5,0.5,0.0,0.3907284768211921
random_ones,0.5,0.5,0.25,0.3907284768211921
random_ones,0.5,0.5,0.5,0.3907284768211921
random_ones,0.5,0.5,0.75,0.3907284768211921
random_ones,0.5,0.5,0.99,0.3907284768211921
random_ones,0.5,0.5,0.999,0.3907284768211921
random_ones,0.5,0.75,0.0,0.3907284768211921
random_ones,0.5,0.75,0.25,0.3907284768211921
random_ones,0.5,0.75,0.5,0.3907284768211921
random_ones,0.5,0.75,0.75,0.3907284768211921
random_ones,0.5,0.75,0.99,0.3907284768211921
random_ones,0.5,0.75,0.999,0.3907284768211921
random_ones,0.5,0.99,0.0,0.3907284768211921
random_ones,0.5,0.99,0.25,0.3907284768211921
random_ones,0.5,0.99,0.5,0.3907284768211921
random_ones,0.5,0.99,0.75,0.3907284768211921
random_ones,0.5,0.99,0.99,0.3907284768211921
random_ones,0.5,0.99,0.999,0.3907284768211921
random_ones,0.5,0.999,0.0,0.3907284768211921
random_ones,0.5,0.999,0.25,0.3907284768211921
random_ones,0.5,0.999,0.5,0.3907284768211921
random_ones,0.5,0.999,0.75,0.3907284768211921
random_ones,0.5,0.999,0.99,0.3907284768211921
random_ones,0.5,0.999,0.999,0.3907284768211921
random_ones,0.75,0.0,0.0,0.38584316446911865
random_ones,0.75,0.0,0.25,0.38584316446911865
random_ones,0.75,0.0,0.5,0.38584316446911865
random_ones,0.75,0.0,0.75,0.38584316446911865
random_ones,0.75,0.0,0.99,0.38584316446911865
random_ones,0.75,0.0,0.999,0.38584316446911865
random_ones,0.75,0.25,0.0,0.38584316446911865
random_ones,0.75,0.25,0.25,0.38584316446911865
random_ones,0.75,0.25,0.5,0.38584316446911865
random_ones,0.75,0.25,0.75,0.38584316446911865
random_ones,0.75,0.25,0.99,0.38584316446911865
random_ones,0.75,0.25,0.999,0.38584316446911865
random_ones,0.75,0.5,0.0,0.38584316446911865
random_ones,0.75,0.5,0.25,0.38584316446911865
random_ones,0.75,0.5,0.5,0.38584316446911865
random_ones,0.75,0.5,0.75,0.38584316446911865
random_ones,0.75,0.5,0.99,0.38584316446911865
random_ones,0.75,0.5,0.999,0.38584316446911865
random_ones,0.75,0.75,0.0,0.38584316446911865
random_ones,0.75,0.75,0.25,0.38584316446911865
random_ones,0.75,0.75,0.5,0.38584316446911865
random_ones,0.75,0.75,0.75,0.38584316446911865
random_ones,0.75,0.75,0.99,0.38584316446911865
random_ones,0.75,0.75,0.999,0.38584316446911865
random_ones,0.75,0.99,0.0,0.38584316446911865
random_ones,0.75,0.99,0.25,0.38584316446911865
random_ones,0.75,0.99,0.5,0.38584316446911865
random_ones,0.75,0.99,0.75,0.38584316446911865
random_ones,0.75,0.99,0.99,0.38584316446911865
random_ones,0.75,0.99,0.999,0.38584316446911865
random_ones,0.75,0.999,0.0,0.38584316446911865
random_ones,0.75,0.999,0.25,0.38584316446911865
random_ones,0.75,0.999,0.5,0.38584316446911865
random_ones,0.75,0.999,0.75,0.38584316446911865
random_ones,0.75,0.999,0.99,0.38584316446911865
random_ones,0.75,0.999,0.999,0.38584316446911865
random_ones,0.9,0.0,0.0,0.397539975399754
random_ones,0.9,0.0,0.25,0.397539975399754
random_ones,0.9,0.0,0.5,0.397539975399754
random_ones,0.9,0.0,0.75,0.397539975399754
random_ones,0.9,0.0,0.99,0.397539975399754
random_ones,0.9,0.0,0.999,0.397539975399754
random_ones,0.9,0.25,0.0,0.397539975399754
random_ones,0.9,0.25,0.25,0.397539975399754
random_ones,0.9,0.25,0.5,0.397539975399754
random_ones,0.9,0.25,0.75,0.397539975399754
random_ones,0.9,0.25,0.99,0.397539975399754
random_ones,0.9,0.25,0.999,0.397539975399754
random_ones,0.9,0.5,0.0,0.397539975399754
random_ones,0.9,0.5,0.25,0.397539975399754
random_ones,0.9,0.5,0.5,0.397539975399754
random_ones,0.9,0.5,0.75,0.397539975399754
random_ones,0.9,0.5,0.99,0.397539975399754
random_ones,0.9,0.5,0.999,0.397539975399754
random_ones,0.9,0.75,0.0,0.397539975399754
random_ones,0.9,0.75,0.25,0.397539975399754
random_ones,0.9,0.75,0.5,0.397539975399754
random_ones,0.9,0.75,0.75,0.397539975399754
random_ones,0.9,0.75,0.99,0.397539975399754
random_ones,0.9,0.75,0.999,0.397539975399754
random_ones,0.9,0.99,0.0,0.397539975399754
random_ones,0.9,0.99,0.25,0.397539975399754
random_ones,0.9,0.99,0.5,0.397539975399754
random_ones,0.9,0.99,0.75,0.397539975399754
random_ones,0.9,0.99,0.99,0.397539975399754
random_ones,0.9,0.99,0.999,0.397539975399754
random_ones,0.9,0.999,0.0,0.397539975399754
random_ones,0.9,0.999,0.25,0.397539975399754
random_ones,0.9,0.999,0.5,0.397539975399754
random_ones,0.9,0.999,0.75,0.397539975399754
random_ones,0.9,0.999,0.99,0.397539975399754
random_ones,0.9,0.999,0.999,0.397539975399754
random_zeros,0.5,0.0,0.0,0.0
random_zeros,0.5,0.0,0.25,0.0
random_zeros,0.5,0.0,0.5,0.0
random_zeros,0.5,0.0,0.75,0.0
random_zeros,0.5,0.0,0.99,0.0
random_zeros,0.5,0.0,0.999,0.0
random_zeros,0.5,0.25,0.0,0.0
random_zeros,0.5,0.25,0.25,0.0
random_zeros,0.5,0.25,0.5,0.0
random_zeros,0.5,0.25,0.75,0.0
random_zeros,0.5,0.25,0.99,0.0
random_zeros,0.5,0.25,0.999,0.0
random_zeros,0.5,0.5,0.0,0.0
random_zeros,0.5,0.5,0.25,0.0
random_zeros,0.5,0.5,0.5,0.0
random_zeros,0.5,0.5,0.75,0.0
random_zeros,0.5,0.5,0.99,0.0
random_zeros,0.5,0.5,0.999,0.0
random_zeros,0.5,0.75,0.0,0.0
random_zeros,0.5,0.75,0.25,0.0
random_zeros,0.5,0.75,0.5,0.0
random_zeros,0.5,0.75,0.75,0.0
random_zeros,0.5,0.75,0.99,0.0
random_zeros,0.5,0.75,0.999,0.0
random_zeros,0.5,0.99,0.0,0.0
random_zeros,0.5,0.99,0.25,0.0
random_zeros,0.5,0.99,0.5,0.0
random_zeros,0.5,0.99,0.75,0.0
random_zeros,0.5,0.99,0.99,0.0
random_zeros,0.5,0.99,0.999,0.0
random_zeros,0.5,0.999,0.0,0.0
random_zeros,0.5,0.999,0.25,0.0
random_zeros,0.5,0.999,0.5,0.0
random_zeros,0.5,0.999,0.75,0.0
random_zeros,0.5,0.999,0.99,0.0
random_zeros,0.5,0.999,0.999,0.0
random_zeros,0.75,0.0,0.0,0.0
random_zeros,0.75,0.0,0.25,0.0
random_zeros,0.75,0.0,0.5,0.0
random_zeros,0.75,0.0,0.75,0.0
random_zeros,0.75,0.0,0.99,0.0
random_zeros,0.75,0.0,0.999,0.0
random_zeros,0.75,0.25,0.0,0.0
random_zeros,0.75,0.25,0.25,0.0
random_zeros,0.75,0.25,0.5,0.0
random_zeros,0.75,0.25,0.75,0.0
random_zeros,0.75,0.25,0.99,0.0
random_zeros,0.75,0.25,0.999,0.0
random_zeros,0.75,0.5,0.0,0.0
random_zeros,0.75,0.5,0.25,0.0
random_zeros,0.75,0.5,0.5,0.0
random_zeros,0.75,0.5,0.75,0.0
random_zeros,0.75,0.5,0.99,0.0
random_zeros,0.75,0.5,0.999,0.0
random_zeros,0.75,0.75,0.0,0.0
random_zeros,0.75,0.75,0.25,0.0
random_zeros,0.75,0.75,0.5,0.0
random_zeros,0.75,0.75,0.75,0.0
random_zeros,0.75,0.75,0.99,0.0
random_zeros,0.75,0.75,0.999,0.0
random_zeros,0.75,0.99,0.0,0.0
random_zeros,0.75,0.99,0.25,0.0
random_zeros,0.75,0.99,0.5,0.0
random_zeros,0.75,0.99,0.75,0.0
random_zeros,0.75,0.99,0.99,0.0
random_zeros,0.75,0.99,0.999,0.0
random_zeros,0.75,0.999,0.0,0.0
random_zeros,0.75,0.999,0.25,0.0
random_zeros,0.75,0.999,0.5,0.0
random_zeros,0.75,0.999,0.75,0.0
random_zeros,0.75,0.999,0.99,0.0
random_zeros,0.75,0.999,0.999,0.0
random_zeros,0.9,0.0,0.0,0.0
random_zeros,0.9,0.0,0.25,0.0
random_zeros,0.9,0.0,0.5,0.0
random_zeros,0.9,0.0,0.75,0.0
random_zeros,0.9,0.0,0.99,0.0
random_zeros,0.9,0.0,0.999,0.0
random_zeros,0.9,0.25,0.0,0.0
random_zeros,0.9,0.25,0.25,0.0
random_zeros,0.9,0.25,0.5,0.0
random_zeros,0.9,0.25,0.75,0.0
random_zeros,0.9,0.25,0.99,0.0
random_zeros,0.9,0.25,0.999,0.0
random_zeros,0.9,0.5,0.0,0.0
random_zeros,0.9,0.5,0.25,0.0
random_zeros,0.9,0.5,0.5,0.0
random_zeros,0.9,0.5,0.75,0.0
random_zeros,0.9,0.5,0.99,0.0
random_zeros,0.9,0.5,0.999,0.0
random_zeros,0.9,0.75,0.0,0.0
random_zeros,0.9,0.75,0.25,0.0
random_zeros,0.9,0.75,0.5,0.0
random_zeros,0.9,0.75,0.75,0.0
random_zeros,0.9,0.75,0.99,0.0
random_zeros,0.9,0.75,0.999,0.0
random_zeros,0.9,0.99,0.0,0.0
random_zeros,0.9,0.99,0.25,0.0
random_zeros,0.9,0.99,0.5,0.0
random_zeros,0.9,0.99,0.75,0.0
random_zeros,0.9,0.99,0.99,0.0
random_zeros,0.9,0.99,0.999,0.0
random_zeros,0.9,0.999,0.0,0.0
random_zeros,0.9,0.999,0.25,0.0
random_zeros,0.9,0.999,0.5,0.0
random_zeros,0.9,0.999,0.75,0.0
random_zeros,0.9,0.999,0.99,0.0
random_zeros,0.9,0.999,0.999,0.0
